GENEID	barcode01.filtered.bam	barcode02.filtered.bam	barcode03.filtered.bam	barcode04.filtered.bam	barcode05.filtered.bam	barcode06.filtered.bam	barcode07.filtered.bam	barcode08.filtered.bam	barcode09.filtered.bam	barcode10.filtered.bam	barcode11.filtered.bam	barcode18.filtered.bam	barcode19.filtered.bam	barcode20.filtered.bam	barcode21.filtered.bam
BambuGene3417	0	0	1	2	3	0	0	0	0	0	2	0	0	1	0
BambuGene3436	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
BambuGene3441	1	3	0	3	3	3	2	1	4	0	1	5	0	3	0
BambuGene3443	6	3	0	1	2	3	0	0	3	3	8	4	4	3	2
BambuGene3445	1	0	2	1	0	0	0	0	2	0	0	0	0	0	0
BambuGene3448	0	0	0	4	0	3	0	3	2	0	4	0	0	0	0
BambuGene3456	2	0	2	0	1	0	1	0	6	0	0	0	0	0	0
BambuGene3460	1	0	2	1	0	0	0	0	0	0	0	2	1	5	1
BambuGene3462	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
BambuGene3464	3	0	1	2	2	2	1	0	1	0	3	3	4	2	1
BambuGene3470	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0
BambuGene3472	1	2	1	2	0	0	0	0	1	0	3	0	0	0	0
BambuGene3476	3	0	0	0	0	0	0	0	2	1	2	0	0	0	0
BambuGene349	0	2	3	0	0	0	0	1	2	0	0	0	0	0	0
BambuGene3490	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0
BambuGene3498	1	0	0	2	0	1	0	0	2	0	5	0	0	0	0
BambuGene3501	160	71	67	132	127	98	71	186	107	90	266	94	72	29	24
BambuGene3504	6	0	4	2	1	2	1	3	4	0	5	0	3	0	0
BambuGene3510	1	1	3	0	1	3	2	1	3	2	0	0	0	0	0
BambuGene3516	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
BambuGene352	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
BambuGene3525	19	5	0	15	2	4	3	2	9	4	11	3	3	4	2
BambuGene3546	0	1	0	4	0	5	0	2	1	0	4	0	0	0	0
BambuGene3554	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
BambuGene356	71	26	116	96	42	67	8	18	19	19	31	0	0	0	0
BambuGene3562	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
BambuGene3564	6	2	11	8	6	4	8	8	11	14	4	0	0	0	0
BambuGene3576	1	0	1	4	2	1	1	0	10	1	5	0	0	0	0
BambuGene3582	0	0	0	0	0	0	0	0	0	0	0	15	16	4	9
BambuGene3586	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BambuGene3597	11	3	9	9	2	9	2	1	10	2	11	8	20	10	7
BambuGene3607	13	3	16	10	1	8	6	4	5	3	2	0	0	0	0
BambuGene3626	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
BambuGene3630	0	1	0	0	0	0	0	0	1	0	0	2	3	2	1
BambuGene3637	0	4	1	4	1	3	0	1	2	2	1	3	0	0	1
BambuGene3639	3	2	2	1	4	1	0	0	5	2	0	9	4	6	1
BambuGene3647	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0
BambuGene3653	10	3	2	9	3	2	1	2	6	2	8	0	0	0	0
BambuGene3664	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BambuGene3668	6	0	3	0	0	2	0	0	2	0	3	0	0	0	0
BambuGene3670	2	0	0	0	0	0	5	0	10	1	0	0	0	0	0
BambuGene3672	2	0	0	3	0	0	0	3	3	0	4	1	3	3	4
BambuGene3679	3	2	3	6	0	1	2	0	1	0	2	2	1	0	0
BambuGene3684	26	12	11	18	6	2	0	2	18	2	21	4	4	12	1
BambuGene369	3	3	1	1	0	1	0	0	1	1	2	0	0	0	0
BambuGene3695	5	1	5	18	0	1	0	0	3	1	1	0	0	0	0
BambuGene3702	7	0	1	0	7	3	7	9	3	5	8	0	0	0	1
BambuGene3705	1	1	0	0	1	0	1	3	1	1	2	1	0	2	1
BambuGene3707	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
BambuGene371	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
BambuGene3713	2	0	0	0	1	7	3	3	4	4	4	0	0	0	0
BambuGene3715	6	2	0	1	0	1	1	0	6	2	3	2	1	3	0
BambuGene3726	0	2	4	3	1	1	1	1	4	3	7	3	4	0	1
BambuGene374	31.00001	8	11	19.99999	12	11	12.00001	13	14	16	25	27	19	27	29
BambuGene3743	2	6	2	0	1	0	0	0	0	0	2	0	0	0	0
BambuGene3757	0	0	1	0	0	1	0	0	4	0	2	0	0	2	0
BambuGene3779	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
BambuGene3795	1	3	1	1	0	0	0	2	3	3	2	0	5	0	1
BambuGene3797	6	7	0	5	0	0	0	0	1	1	3	1	1	0	0
BambuGene3799	1	0	2	3	0	3	0	0	7	0	2	0	0	0	0
BambuGene3807	4	4	3	2	3	1	0	0	3	0	2	1	1	0	0
BambuGene3815	10	2	2	5	2	3	0	2	4	1	5	7	6	2	5
BambuGene3827	0	0	2	3	0	0	0	0	0	0	1	2	0	0	0
BambuGene3841	8	2	3	5	0	0	0	0	1	0	0	0	0	0	0
BambuGene3856	47	1	15	22	6	14	1	0	1	1	0	0	0	0	0
BambuGene3876	2	5	5	10	0	3	1	1	2	3	9	8	9	4	9
BambuGene3886	2	0	0	1	0	6	1	0	1	0	2	0	0	0	0
BambuGene3890	0	0	3	4	1	2	1	0	1	1	2	0	0	0	0
BambuGene3892	1	1	0	4	5	3	2	1	2	9	1	0	0	0	0
BambuGene3900	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0
BambuGene3902	45	2	36	1	1	1	0	0	1	1	1	1	1	0	0
BambuGene3911	61	20	28	26	11	4	2	10	22	7	33	82	77	42	45
BambuGene3922	12	2	7	8	6	3	2	0	13	3	8	0	0	0	0
BambuGene3929	0	1	1	4	0	0	1	0	0	2	2	0	0	1	0
BambuGene3931	0	0	0	0	0	0	0	0	0	0	0	2	6	2	1
BambuGene3934	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0
BambuGene3936	11	6	5	7	1	4	4	5	10	1	4	0	0	0	0
BambuGene3951	9	3	2	14	0	9	4	0	0	1	14	0	0	0	0
BambuGene3955	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0
BambuGene3961	0	1	1	1	1	1	0	0	0	3	3	0	0	0	0
BambuGene3964	6	1	1	0	0	0	2	3	1	0	0	1	0	0	0
BambuGene3966	7	4	0	0	0	13	0	1	8	0	1	2	5	3	2
BambuGene3969	6	4	4	6	4	2	0	1	5	0	2	0	0	0	0
BambuGene3976	1	4	0	0	1	0	0	0	36	0	23	0	0	0	0
BambuGene398	1	2	7	4	0	0	0	0	0	0	0	0	0	1	0
BambuGene3995	25	5	13	15	4	9	3	0	2	1	8	0	0	0	0
BambuGene3999	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0
BambuGene400	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
BambuGene4004	5	1	2	4	0	0	0	0	0	0	0	0	0	0	0
BambuGene4006	2	1	3	1	0	0	0	1	2	0	3	0	0	0	0
BambuGene4011	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
BambuGene4025	6	6	1	9	3	9	1	4	2	5	19	0	0	0	0
BambuGene4043	0	0	0	0	0	0	0	0	0	0	0	6	2	3	1
BambuGene4051	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1
BambuGene4053	3	2	1	1	0	0	0	0	0	1	0	0	0	0	0
BambuGene4062	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0
BambuGene4066	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
BambuGene4072	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
BambuGene4078	1	1	1	10	0	5	0	4	0	7	13	0	0	0	0
BambuGene4082	9	2	3	7	3	2	2	1	4	1	4	1	4	0	0
BambuGene4088	2	2	4	4	0	0	1	1	0	1	3	0	0	0	0
BambuGene410	0	1	1	1	0	0	0	0	0	0	1	2	1	2	1
BambuGene4100	9	12	21	12	8	6	0	7	28	3	17	0	0	0	0
BambuGene4104	0	1	1	1	3	1	0	0	13	0	2	0	0	0	0
BambuGene4106	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
BambuGene4108	7	4	4	6	0	1	0	1	7	1	4	0	0	0	0
BambuGene4117	1	0	1	3	0	1	0	0	0	0	2	0	0	0	0
BambuGene4124	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0
BambuGene4128	1	0	4	1	0	0	0	0	0	0	4	0	0	0	0
BambuGene4132	2	0	4	3	0	3	0	0	3	0	0	2	2	0	4
BambuGene4147	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0
BambuGene4152	2	7	0	0	0	12	1	0	2	0	1	0	0	0	0
BambuGene4163	2	0	1	2	0	5	0	1	0	0	0	0	0	1	1
BambuGene4171	0	0	1	0	0	0	0	0	0	0	0	8	7	2	3
BambuGene4180	6	3	7	3	21	6	1	2	15	2	7	0	0	0	0
BambuGene4184	32	10	8	6	6	8	5	12	19	1	17	0	1	0	0
BambuGene4187	1	2	5	3	0	5	3	6	13	5	13	0	0	0	1
BambuGene4201	0	1	2	1	0	3	0	0	0	0	2	0	0	0	0
BambuGene4205	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0
BambuGene423	34	3	12	7	0	1	0	1	17	4	5	19	16	40	33
BambuGene4236	12	8	17	32	9	5	2	0	19	2	10	0	0	0	0
BambuGene4248	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
BambuGene4258	20	6	8	6	4	6	6	4	15	3	11	37	25	8	17
BambuGene4268	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BambuGene428	5	1	2	4	0	3	0	1	2	1	2	0	3	0	0
BambuGene4284	0	0	0	0	0	0	0	0	0	0	0	7	3	2	1
BambuGene4288	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0
BambuGene4294	4	1	4	6	2	4	5	6	2	1	5	7	1	1	0
BambuGene4328	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
BambuGene4330	6	5	5	5	0	2	0	1	3	1	1	3	0	0	0
BambuGene435	0	2	0	0	5	0	1	4	5	7	3	0	0	0	0
BambuGene4355	4	2	2	5	0	0	0	0	6	1	6	7	5	4	0
BambuGene4359	3	1	1	0	0	0	0	3	1	6	1	7	6	1	8
BambuGene4378	8	1	1	3	1	3	2	1	10	2	14	0	0	0	0
BambuGene4400	497	842	481	494	6	3	1	7	3	15	6	5	0	5	5
BambuGene4402	3	0	2	2	6	9	0	12	2	11	6	0	0	0	0
BambuGene4414	0	0	0	0	0	2	0	0	2	1	2	0	0	0	1
BambuGene4427	2	1	2	5	0	0	0	0	0	0	4	3	7	1	1
BambuGene4435	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BambuGene4438	0	17	0	0	2	0	0	0	12	0	13	0	0	0	0
BambuGene4442	126	64	59	99	40	87	50	69	106	101	139	99	96	78	62
BambuGene4463	3	0	1	0	2	1	1	0	0	0	1	0	0	0	0
BambuGene4468	1	2	4	4	1	0	0	1	0	0	3	0	0	0	0
BambuGene4470	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
BambuGene4477	1	0	5	2	0	0	0	1	2	0	0	0	0	0	0
BambuGene448	0	0	2	1	3	5	1	4	4	6	0	0	0	0	0
BambuGene4486	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0
BambuGene45	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0
BambuGene4501	14	5	13	6	4	1	1	1	4	3	11	0	0	0	0
BambuGene4528	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0
BambuGene4530	3	0	1	2	0	1	0	0	4	0	4	0	0	0	0
BambuGene4537	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
BambuGene4539	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0
BambuGene454	13	3	3	7	4	1	1	2	6	3	5	0	0	0	1
BambuGene4541	2	0	3	0	0	0	0	0	3	1	1	0	0	0	0
BambuGene4544	0	0	0	1	1	0	0	0	3	0	2	0	0	0	0
BambuGene4546	3	1	1	1	0	1	0	1	3	1	0	1	2	4	0
BambuGene4555	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
BambuGene4559	3	16	3	5	2	3	1	0	7	0	2	0	0	0	0
BambuGene4563	2	0	2	1	0	1	0	0	0	0	2	0	0	0	0
BambuGene4566	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
BambuGene4581	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
BambuGene4592	8	51	10	17	1	0	0	0	6	0	4	0	0	0	0
BambuGene4609	2	3	3	2	0	1	5	7	3	0	10	0	0	0	0
BambuGene461	47	17	19	44	17	12	10	13	29	16	33	52	47	56	43
BambuGene4611	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0
BambuGene4631	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
BambuGene4633	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0
BambuGene4641	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0
BambuGene4648	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0
BambuGene4656	0	5	2	2	0	0	0	0	10	0	7	0	0	0	0
BambuGene4658	0	0	0	1	0	0	0	0	2	0	2	4	8	3	7
BambuGene4664	3	0	0	8	0	5	1	1	0	1	8	0	0	0	0
BambuGene467	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
BambuGene4677	0	1	1	4	2	2	0	2	0	1	2	0	0	0	0
BambuGene4681	0	2	1	5	2	1	0	0	7	0	2	3	3	1	1
BambuGene4699	11	5	8	4	2	1	0	0	0	1	0	0	0	0	3
BambuGene4710	24	19	40	59	16	21	6	15	36	11	20	0	0	0	0
BambuGene4714	3	19	19	11	1	0	0	0	0	0	0	0	0	0	0
BambuGene4721	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
BambuGene4732	0	0	1	4	2	0	0	0	1	0	0	0	0	0	0
BambuGene4734	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0
BambuGene4736	0	1	2	0	0	0	0	0	9	0	3	0	0	0	0
BambuGene4746	0	0	1	0	0	0	2	0	0	0	1	4	1	4	4
BambuGene4751	26	24	18	29	0	1	0	0	2	1	1	1	1	0	2
BambuGene4764	3	1	3	0	4	4	2	6	4	1	3	0	0	0	0
BambuGene4769	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4
BambuGene478	1	2	2	7	2	1	0	2	7	1	4	3	0	0	0
BambuGene4795	0	0	0	1	0	0	5	2	0	2	0	0	0	0	0
BambuGene480	19	5	5	5	1	5	1	1	4	0	16	0	0	0	0
BambuGene4800	0	0	0	0	2	2	2	1	0	4	4	0	0	0	0
BambuGene4814	48	19	39	51	20	30	11	14	38	12	49	22	30	28	13
BambuGene4837	1	8	1	4	2	0	0	1	2	4	4	0	0	0	0
BambuGene4849	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0
BambuGene4853	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0
BambuGene4855	8	6	9	8	5	2	4	1	2	4	9	4	4	0	0
BambuGene4861	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0
BambuGene4869	0	0	0	2	2	3	3	1	0	2	1	0	0	0	0
BambuGene488	2	1	4	1	1	3	0	2	0	3	2	5	4	1	0
BambuGene4892	13	7	6	8	1	1	2	3	7	2	3	0	2	0	1
BambuGene4901	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
BambuGene4905	2	0	1	6	8	5	6	8	0	0	4	0	0	0	0
BambuGene4907	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
BambuGene4909	3	2	0	2	4	1	0	2	2	2	2	3	4	0	0
BambuGene4911	20	5	6	4	3	5	3	6	11	6	9	4	1	6	3
BambuGene4919	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
BambuGene4936	0	0	0	2	0	0	0	1	0	0	1	2	0	2	1
BambuGene4941	6	4	12	3	5	5	1	0	9	1	10	8	7	8	4
BambuGene4948	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0
BambuGene4951	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BambuGene4966	1	0	0	3	0	0	0	0	0	0	0	2	0	9	5
BambuGene4975	1	1	2	3	0	5	3	2	13	2	27	0	0	0	0
BambuGene4980	3	0	2	1	1	1	1	0	0	0	1	0	0	0	0
BambuGene4982	0	0	1	1	2	2	0	0	1	0	0	0	0	0	0
BambuGene4987	3	1	3	2	0	0	0	0	0	0	0	1	0	0	0
BambuGene4995	2	2	0	0	0	3	2	0	1	0	1	0	0	0	0
BambuGene4999	2	3	1	0	0	1	1	1	2	0	1	1	0	2	0
BambuGene500	4	3	6	2	0	0	0	0	0	0	1	0	0	1	0
BambuGene5013	4	6	2	2	0	1	0	1	5	0	4	0	1	0	0
BambuGene502	2	1	1	1	2	0	0	0	1	0	0	0	1	0	0
BambuGene5031	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0
BambuGene5040	5	2	0	8	3	11	5	0	3	1	12	0	0	0	0
BambuGene505	39	10	34	14	13	36	12	6	22	10	8	0	0	0	0
BambuGene5052	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0
BambuGene5055	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
BambuGene5057	2	0	0	1	1	1	0	0	2	1	0	0	0	0	0
BambuGene5059	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
BambuGene5062	1	4	0	3	0	0	0	0	5	1	2	0	2	0	0
BambuGene5074	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BambuGene508	0	0	0	1	0	3	0	0	0	0	0	2	2	0	1
BambuGene5082	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
BambuGene5086	8	1	11	0	3	0	0	0	7	1	3	0	0	0	0
BambuGene5100	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
BambuGene5107	5	3	4	3	1	2	0	4	4	1	3	1	1	4	4
BambuGene5116	1	0	0	0	0	0	0	1	7	0	1	0	0	0	0
BambuGene5136	0	1	0	1	0	0	1	0	2	1	3	0	0	0	0
BambuGene514	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0
BambuGene5146	2	1	0	11	0	7	0	0	7	0	3	0	0	1	0
BambuGene5148	25	4	1	12	0	0	0	0	5	0	1	1	1	1	3
BambuGene5152	0	0	0	0	1	0	0	1	0	2	4	0	1	0	1
BambuGene5154	7	5	12	10	3	0	1	0	1	1	6	1	1	2	2
BambuGene5161	1	2	5	0	0	2	1	0	0	0	6	0	0	0	0
BambuGene5165	6	0	0	2	1	0	0	0	0	0	2	0	0	0	0
BambuGene5168	0	0	0	0	4	0	15	5	2	21	1	0	0	0	0
BambuGene5179	2	0	3	4	0	0	0	1	0	0	1	0	3	0	0
BambuGene5186	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
BambuGene5199	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BambuGene5205	108	82	122	159	61	79	52	59	143	73	172	279	282	260	221
BambuGene521	0	0	0	1	5	0	7	11	1	16	4	0	0	0	0
BambuGene523	7	2	0	0	4	0	1	4	7	5	15	0	1	1	0
BambuGene5245	5	3	0	12	0	1	0	0	1	0	0	3	1	19	9
BambuGene5247	1	0	0	2	0	2	0	0	0	0	0	0	2	0	0
BambuGene5256	0	0	0	0	0	0	0	0	0	0	0	0	2	3	5
BambuGene5260	4	0	0	0	0	1	0	0	1	0	3	0	0	0	0
BambuGene5270	5	1	4	2	3	1	1	2	4	2	3	0	0	0	0
BambuGene5272	0	2	0	1	0	2	0	0	1	1	2	0	0	0	0
BambuGene5276	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
BambuGene5280	144	29	239	173	38	100	29	42	78	43	87	0	0	0	0
BambuGene5283	7	6	4	6	0	5	0	0	4	1	5	0	0	0	0
BambuGene5288	3	1	3	7	1	0	0	0	2	1	2	0	0	0	0
BambuGene5305	1	0	0	0	0	0	0	0	0	0	0	4	4	2	4
BambuGene5309	3	0	0	1	0	1	1	2	0	0	2	0	0	1	0
BambuGene5319	242	396	240	221	2	2	0	3	2	10	6	1	2	6	5
BambuGene5338	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0
BambuGene5342	0	0	2	1	0	0	0	0	0	0	0	3	1	1	0
BambuGene535	27	9	2	0	1	10	2	3	7	0	0	0	0	0	0
BambuGene5350	0	2	1	0	0	0	0	0	3	1	2	0	0	0	0
BambuGene5352	0	0	1	0	0	1	2	0	1	0	0	8	8	15	6
BambuGene5371	2	1	1	1	2	2	0	5	2	0	2	0	0	0	0
BambuGene5375	7	2	6	5	2	1	1	0	12	0	1	1	0	0	0
BambuGene5379	2	0	1	1	4	0	0	8	1	1	0	0	0	0	0
BambuGene5392	21	2	0	2	5	5	7	24	40	1	19	0	12	4	3
BambuGene5396	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BambuGene5404	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
BambuGene541	25	1	2	2	0	4	0	2	1	0	0	3	9	5	12
BambuGene5413	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BambuGene5423	0	0	1	2	1	1	3	1	0	0	2	4	3	0	1
BambuGene5427	27.99999	10	17	8	4	1	1	4	7	7	18	23	34	20	13
BambuGene5444	46	30	38	40	10	35	24	30	31	27	32	18	6	9	12
BambuGene5468	3	0	0	0	1	0	0	0	3	2	0	0	0	2	0
BambuGene5472	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
BambuGene5478	0	0	0	2	1	2	4	0	0	0	1	0	0	0	0
BambuGene549	6	2	12	3	2	1	0	2	1	2	1	0	0	0	1
BambuGene5494	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0
BambuGene5499	19	0	0	15	0	2	1	1	2	5	5	0	0	0	0
BambuGene5502	43	13	34	21	8	12	8	13	33	4	14	1	2	0	2
BambuGene5517	0	0	1	0	1	0	0	3	0	0	1	0	2	4	1
BambuGene5527	1	7	3	3	0	0	0	0	0	0	1	0	0	0	0
BambuGene5529	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0
BambuGene5535	63	7	13	46	5	23	54	22	21	17	39	0	0	0	0
BambuGene5540	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0
BambuGene5543	12	4	4	13	3	3	5	3	5	5	13	8	10	8	4
BambuGene5547	13	3	13	5	4	3	4	6	13	2	8	13	17	13	6
BambuGene5559	9	2	12	9	0	0	0	0	0	0	0	0	0	0	0
BambuGene5567	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BambuGene5571	0	3	0	1	0	0	0	0	1	0	0	0	0	3	0
BambuGene5573	2	4	0	5	4	0	0	0	4	0	5	1	0	0	0
BambuGene5579	19	5	5	6	2	8	0	4	9	2	5	0	0	0	0
BambuGene5588	0	2	2	0	0	1	0	1	0	0	1	0	0	0	1
BambuGene5592	0	5	1	0	0	0	0	0	10	0	1	0	0	0	0
BambuGene5594	1	0	0	3	0	0	0	0	2	0	2	0	0	0	0
BambuGene5596	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
BambuGene5598	2	1	2	7	1	5	0	0	7	0	3	0	0	0	0
BambuGene5610	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BambuGene5622	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
BambuGene5624	2	0	0	4	1	0	1	0	2	0	1	1	1	0	0
BambuGene5627	0	0	1	3	0	0	1	0	0	0	2	0	0	0	0
BambuGene5632	8	1	6	4	4	1	0	2	8	0	17	0	0	0	0
BambuGene5635	4	4	2	0	1	2	0	0	3	2	3	0	0	0	0
BambuGene5640	3	5	23	12	6	6	2	2	8	3	3	0	0	0	0
BambuGene5647	11	5	9	16	2	3	1	0	3	2	4	0	0	0	0
BambuGene5660	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
BambuGene5662	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
BambuGene5674	0	0	0	0	0	0	0	0	1	0	0	7	3	1	6
BambuGene5677	1	2	6	3	0	2	0	0	0	3	2	0	0	0	0
BambuGene5687	1	0	1	0	0	0	0	2	1	0	0	1	1	0	0
BambuGene5691	0	0	0	1	2	1	1	2	3	1	0	0	0	0	0
BambuGene5697	1	0	0	0	1	1	2	4	3	2	0	5	4	6	2
BambuGene5699	12	9	14	15	4	6	1	2	11	3	11	18	23	4	4
BambuGene57	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1
BambuGene5701	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
BambuGene5703	0	0	0	3	1	2	0	2	6	0	0	0	0	0	0
BambuGene5710	1	0	3	0	4	5	4	5	5	3	1	0	0	0	0
BambuGene5715	0	0	0	0	0	1	1	0	0	0	1	3	0	1	1
BambuGene5717	6	3	1	5	1	4	0	1	5	1	2	10	8	2	3
BambuGene5747	2	4	0	1	0	0	0	0	2	0	1	0	0	0	0
BambuGene5768	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
BambuGene5799	0	1	0	0	0	2	1	0	1	0	2	0	0	0	0
BambuGene5811	2	6	3	2	0	1	0	0	3	1	3	4	1	0	0
BambuGene5817	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0
BambuGene5822	2	0	2	1	0	1	0	0	0	0	2	0	0	0	0
BambuGene5827	3	3	2	4	0	0	0	0	1	0	1	0	0	0	0
BambuGene5845	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
BambuGene585	7	1	3	3	3	3	0	1	9	1	5	1	3	0	3
BambuGene5850	1	2	1	4	4	3	2	4	1	4	1	6	4	2	7
BambuGene5855	4	2	3	10	0	3	0	0	5	3	1	0	0	0	0
BambuGene5859	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
BambuGene5879	3	0	0	0	1	0	0	1	2	3	0	0	0	0	0
BambuGene5886	3	0	0	2	0	1	0	0	2	0	1	1	2	5	0
BambuGene5894	0	0	0	1	1	1	1	0	3	0	0	0	0	0	0
BambuGene5899	14	12	10	13	7	1	4	7	16	10	5	9	10	5	2
BambuGene5905	276	137	85	217	26	44	61	63	115	70	144	90	117	89	61
BambuGene5919	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
BambuGene592	1	0	3	6	3	7	3	4	3	1	12	0	0	0	0
BambuGene5938	1	1	9	5	1	1	1	0	3	0	0	0	0	0	0
BambuGene5951	2	0	0	0	0	0	0	0	1	0	5	0	0	0	0
BambuGene596	4	0	0	0	0	0	0	1	1	1	0	0	0	0	0
BambuGene5966	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0
BambuGene5970	8	2	3	4	2	0	2	0	2	1	5	5	4	4	2
BambuGene5972	5	3	1	3	2	1	1	0	1	3	5	13	10	14	9
BambuGene5986	15	17	12	26	17	14	3	2	288	5	31	0	0	0	0
BambuGene5999	408	124	292	242	50	136	71	94	108	90	140	202	204	204	140
BambuGene6012	3	1	0	4	0	0	0	1	0	1	2	1	1	0	0
BambuGene6018	0	0	2	1	3	3	2	2	10	4	3	0	0	0	0
BambuGene6030	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
BambuGene6051	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
BambuGene6062	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
BambuGene6064	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
BambuGene6068	7	1	7	8	1	2	1	1	3	1	1	0	0	0	0
BambuGene6078	5	2	1	0	0	2	1	0	2	0	3	1	0	0	0
BambuGene6080	2	2	0	2	1	0	0	0	2	0	1	0	0	0	0
BambuGene6095	140	165	100	165	0	2	0	0	0	0	6	0	0	0	0
BambuGene6101	3	2	1	4	0	2	1	0	1	0	1	0	0	0	0
BambuGene6103	9	6	11	3	0	0	0	0	2	0	0	0	0	3	4
